Customer ID,Age,Gender,Item Purchased,CategoryPurchase,Amount (INR),Location,Size,Color,SeasonReview,Rating,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
CUST0567,47,Other,Blouse,Clothing,4967,Ahmedabad,7,Green,Fall,Very Good,4.5,Yes,Next Day Air,Yes,11,Bank Transfer,Quarterly
CUST0568,47,Female,Skirt,Footwear,11694,Lucknow,M,Pink,Winter,Good,4.7,Yes,Express,No,42,Credit Card,Fortnightly
CUST0569,49,Female,Hoodie,Clothing,6291,Delhi,M,Brown,Summer,Poor,3.4,No,Standard,Yes,29,Credit Card,Weekly
CUST0570,58,Other,Skirt,Accessories,6494,Kolkata,8,Red,Fall,Excellent,2,Yes,Standard,No,42,UPI,Quarterly
CUST0571,49,Female,Sweater,Clothing,9235,Hyderabad,9,Blue,Fall,Average,4.5,Yes,Free Shipping,Yes,11,PayPal,Weekly
CUST0572,52,Other,Jacket,Footwear,1521,Mumbai,XXL,Blue,Fall,Average,2.5,Yes,Store Pickup,Yes,28,UPI,Weekly
CUST0573,58,Other,Skirt,Clothing,6649,Chennai,9,Black,Winter,Excellent,4.3,Yes,Standard,No,15,Debit Card,Weekly
CUST0574,19,Female,Blouse,Clothing,5773,Hyderabad,M,Red,Winter,Good,4.2,Yes,Next Day Air,Yes,20,PayPal,Annually
CUST0575,58,Male,Coat,Footwear,9125,Pune,8,White,Spring,Good,2.3,No,Standard,Yes,25,UPI,Monthly
CUST0576,18,Female,Sandals,Accessories,3856,Delhi,XXL,Grey,Summer,Excellent,2.2,Yes,Next Day Air,No,49,Bank Transfer,Quarterly
CUST0577,24,Other,Dress,Footwear,4377,Delhi,11,Yellow,Fall,Good,3,No,Next Day Air,Yes,21,Credit Card,Annually
CUST0578,55,Female,Jacket,Footwear,8498,Lucknow,S,Red,Winter,Very Good,4.3,Yes,Express,Yes,47,Cash on Delivery,Fortnightly
CUST0579,57,Male,Blouse,Footwear,6386,Ahmedabad,XXL,Red,Spring,Poor,2.6,Yes,Standard,No,47,PayPal,Fortnightly
CUST0580,35,Female,Skirt,Clothing,8783,Pune,XXL,Black,Spring,Average,3,Yes,Store Pickup,Yes,42,Debit Card,Fortnightly
CUST0581,56,Female,Dress,Outerwear,3257,Ahmedabad,S,White,Fall,Excellent,4.9,Yes,Standard,Yes,8,Credit Card,Fortnightly
CUST0582,55,Other,Hoodie,Footwear,4121,Jaipur,M,Pink,Fall,Average,2.5,Yes,Standard,No,11,Bank Transfer,Fortnightly
CUST0583,37,Female,Coat,Accessories,10663,Hyderabad,XXL,Purple,Winter,Average,3.2,Yes,Next Day Air,No,27,Bank Transfer,Annually
CUST0584,65,Female,Hoodie,Footwear,13678,Ahmedabad,S,Pink,Fall,Excellent,4.3,No,Store Pickup,Yes,35,UPI,Fortnightly
CUST0585,34,Female,T-shirt,Outerwear,7681,Chennai,8,Brown,Fall,Excellent,3,No,Standard,Yes,12,Credit Card,Weekly
CUST0586,50,Other,Shorts,Outerwear,8301,Pune,8,Pink,Summer,Poor,3.5,Yes,Next Day Air,Yes,7,Cash on Delivery,Annually
CUST0587,28,Male,Hoodie,Accessories,4432,Kolkata,10,Purple,Summer,Excellent,4,No,Standard,Yes,30,Credit Card,Monthly
CUST0588,58,Other,Skirt,Clothing,11677,Bangalore,XXL,Grey,Fall,Good,2.8,Yes,Free Shipping,Yes,49,Credit Card,Quarterly
CUST0589,43,Other,Coat,Clothing,8745,Hyderabad,8,Blue,Fall,Average,4.1,No,Store Pickup,No,46,Cash on Delivery,Weekly
CUST0590,24,Other,Coat,Outerwear,13590,Bangalore,XXL,Red,Fall,Average,2,Yes,Next Day Air,Yes,6,Credit Card,Quarterly
CUST0591,51,Female,Skirt,Outerwear,12260,Pune,L,Blue,Summer,Good,4.1,Yes,Next Day Air,Yes,32,Credit Card,Quarterly
CUST0592,54,Male,Jeans,Footwear,1216,Bangalore,XL,Green,Fall,Poor,3.9,Yes,Standard,Yes,18,Credit Card,Quarterly
CUST0593,25,Female,Sweater,Outerwear,736,Lucknow,XL,Purple,Fall,Excellent,2,No,Free Shipping,Yes,6,Debit Card,Annually
CUST0594,68,Male,Jacket,Outerwear,8211,Ahmedabad,7,Grey,Fall,Average,3.1,No,Express,Yes,23,UPI,Quarterly
CUST0595,42,Other,Blouse,Outerwear,14554,Kolkata,M,Black,Fall,Poor,4.2,Yes,Free Shipping,Yes,33,PayPal,Fortnightly
CUST0596,41,Female,Coat,Accessories,8686,Pune,XL,Black,Summer,Excellent,3.9,Yes,Express,No,14,Bank Transfer,Quarterly
CUST0597,43,Other,Coat,Clothing,5957,Pune,9,White,Fall,Average,3.8,Yes,Store Pickup,Yes,8,Cash on Delivery,Weekly
CUST0598,37,Other,Dress,Accessories,3003,Ahmedabad,M,Purple,Spring,Good,2.6,Yes,Free Shipping,No,45,Credit Card,Fortnightly
CUST0599,38,Female,Hoodie,Outerwear,3860,Chennai,9,White,Spring,Very Good,3.9,No,Free Shipping,No,14,Bank Transfer,Annually
CUST0600,22,Other,Shirt,Accessories,12004,Pune,10,Pink,Spring,Good,2.8,No,Free Shipping,Yes,5,PayPal,Annually
CUST0601,30,Other,Sweater,Outerwear,2337,Kolkata,8,Grey,Winter,Average,2.2,Yes,Next Day Air,No,20,PayPal,Fortnightly
CUST0602,51,Other,Coat,Footwear,1996,Pune,S,Brown,Fall,Average,2.4,No,Standard,No,43,Cash on Delivery,Fortnightly
CUST0603,56,Female,Jeans,Clothing,10062,Kolkata,XXL,Brown,Winter,Average,5,No,Standard,No,18,UPI,Quarterly
CUST0604,21,Female,Jeans,Footwear,14144,Hyderabad,S,Blue,Fall,Poor,2.9,Yes,Free Shipping,No,21,Cash on Delivery,Quarterly
CUST0605,40,Female,Jacket,Clothing,8898,Chennai,XXL,Red,Fall,Excellent,2.4,Yes,Express,No,41,Debit Card,Annually
CUST0606,26,Female,Shorts,Accessories,5019,Bangalore,XL,Red,Spring,Excellent,3.1,Yes,Standard,No,27,UPI,Fortnightly
CUST0607,21,Male,Shirt,Accessories,3193,Mumbai,M,Brown,Summer,Very Good,3.3,Yes,Next Day Air,Yes,2,Credit Card,Fortnightly
CUST0608,43,Female,Sneakers,Footwear,10945,Pune,M,Purple,Fall,Average,3.9,No,Express,Yes,7,Credit Card,Weekly
CUST0609,25,Female,Skirt,Footwear,627,Lucknow,11,Grey,Fall,Average,4.1,Yes,Store Pickup,Yes,24,Cash on Delivery,Quarterly
CUST0610,37,Other,Jeans,Clothing,5578,Delhi,10,Blue,Fall,Excellent,3.2,No,Free Shipping,Yes,48,Debit Card,Weekly
CUST0611,29,Other,Shorts,Footwear,337,Jaipur,9,Yellow,Winter,Excellent,2.4,Yes,Standard,Yes,35,PayPal,Weekly
CUST0612,23,Male,Dress,Outerwear,6206,Jaipur,L,Pink,Winter,Good,2.9,No,Store Pickup,No,8,Bank Transfer,Quarterly
CUST0613,62,Female,Dress,Outerwear,10181,Jaipur,10,Red,Winter,Excellent,2.7,Yes,Standard,No,13,Debit Card,Annually
CUST0614,53,Male,Coat,Outerwear,4794,Bangalore,11,Pink,Winter,Very Good,2.8,No,Standard,No,29,Credit Card,Monthly
CUST0615,61,Female,Shorts,Footwear,9030,Hyderabad,M,Green,Spring,Average,3.7,Yes,Next Day Air,Yes,20,Cash on Delivery,Quarterly
CUST0616,19,Other,Sandals,Clothing,4675,Delhi,10,White,Fall,Excellent,3,Yes,Express,No,49,PayPal,Fortnightly
CUST0617,69,Male,Sneakers,Clothing,1854,Pune,XL,Pink,Winter,Excellent,2.5,No,Store Pickup,No,6,Bank Transfer,Monthly
CUST0618,62,Other,Sneakers,Outerwear,10202,Delhi,S,Blue,Summer,Poor,2.5,No,Next Day Air,Yes,16,Credit Card,Annually
CUST0619,63,Male,Skirt,Footwear,2587,Pune,11,Green,Winter,Average,4.1,Yes,Store Pickup,No,45,Cash on Delivery,Fortnightly
CUST0620,46,Female,Hoodie,Accessories,8478,Chennai,XXL,Pink,Spring,Average,3.9,Yes,Express,No,49,PayPal,Weekly
CUST0621,58,Male,Sweater,Footwear,1784,Bangalore,11,Black,Winter,Average,3.7,No,Free Shipping,No,43,Bank Transfer,Fortnightly
CUST0622,48,Female,Dress,Clothing,6893,Mumbai,11,Red,Winter,Poor,4.1,No,Standard,Yes,38,Cash on Delivery,Fortnightly
CUST0623,61,Other,Sandals,Footwear,1480,Kolkata,L,Brown,Summer,Excellent,3.3,No,Standard,No,7,PayPal,Fortnightly
CUST0624,52,Male,Sneakers,Outerwear,8165,Chennai,XXL,Red,Winter,Very Good,3.2,No,Store Pickup,Yes,29,Bank Transfer,Quarterly
CUST0625,21,Female,Blouse,Accessories,5632,Chennai,7,White,Winter,Average,4.7,Yes,Next Day Air,No,0,Credit Card,Quarterly
CUST0626,49,Male,Sweater,Footwear,6979,Delhi,9,Black,Spring,Average,2.7,No,Express,No,23,Cash on Delivery,Fortnightly
CUST0627,52,Female,Sweater,Accessories,11002,Ahmedabad,L,Blue,Summer,Poor,2,Yes,Free Shipping,Yes,18,Credit Card,Fortnightly
CUST0628,43,Female,Shorts,Outerwear,767,Bangalore,XL,Purple,Summer,Excellent,3.3,No,Standard,No,48,Cash on Delivery,Annually
CUST0629,64,Other,Jacket,Footwear,2047,Delhi,S,Blue,Spring,Average,3.5,Yes,Free Shipping,No,27,Bank Transfer,Weekly
CUST0630,45,Female,Sneakers,Outerwear,8211,Delhi,8,Red,Spring,Very Good,2.6,No,Free Shipping,No,44,Debit Card,Quarterly
CUST0631,30,Female,Shorts,Clothing,11737,Jaipur,11,Blue,Spring,Very Good,3.9,Yes,Standard,Yes,8,Cash on Delivery,Weekly
CUST0632,35,Male,Jeans,Accessories,539,Lucknow,XL,White,Winter,Poor,3.2,No,Standard,Yes,21,Cash on Delivery,Quarterly
CUST0633,21,Other,Jacket,Clothing,5235,Delhi,XXL,Yellow,Summer,Average,4.1,Yes,Express,Yes,11,Credit Card,Weekly
CUST0634,21,Other,Shorts,Outerwear,3723,Chennai,9,Green,Winter,Poor,2.6,No,Express,No,19,Credit Card,Weekly
CUST0635,60,Male,Skirt,Footwear,5676,Kolkata,7,Grey,Summer,Good,4,Yes,Store Pickup,No,5,Credit Card,Fortnightly
CUST0636,58,Other,Coat,Clothing,922,Lucknow,XL,Red,Fall,Excellent,2.2,No,Express,No,48,Debit Card,Annually
CUST0637,64,Male,Blouse,Footwear,3390,Pune,10,Green,Summer,Average,3.3,Yes,Next Day Air,Yes,30,Cash on Delivery,Annually
CUST0638,50,Male,Jeans,Outerwear,11664,Bangalore,XXL,Black,Winter,Good,4.2,No,Next Day Air,Yes,10,Cash on Delivery,Annually
CUST0639,42,Other,Hoodie,Accessories,6817,Lucknow,XXL,Red,Spring,Excellent,2.5,Yes,Store Pickup,Yes,50,Bank Transfer,Quarterly
CUST0640,50,Other,Shorts,Outerwear,5221,Hyderabad,XXL,Green,Winter,Good,2.7,Yes,Express,Yes,40,Debit Card,Monthly
CUST0641,26,Female,Hoodie,Clothing,10775,Hyderabad,XL,Brown,Winter,Excellent,3.9,No,Express,Yes,45,Bank Transfer,Monthly
CUST0642,64,Male,Jacket,Outerwear,5568,Mumbai,S,Yellow,Spring,Average,2.5,Yes,Store Pickup,Yes,46,UPI,Quarterly
CUST0643,59,Female,Skirt,Footwear,13633,Ahmedabad,XL,Yellow,Summer,Good,3.7,No,Standard,No,14,UPI,Quarterly
CUST0644,41,Male,T-shirt,Clothing,8375,Bangalore,9,Blue,Spring,Good,3.7,Yes,Express,Yes,19,Debit Card,Fortnightly
CUST0645,70,Female,Skirt,Footwear,1387,Bangalore,M,Pink,Spring,Poor,4.7,No,Free Shipping,Yes,46,Credit Card,Annually
CUST0646,24,Female,Jacket,Clothing,2052,Mumbai,S,Blue,Spring,Excellent,2.8,Yes,Free Shipping,Yes,34,UPI,Monthly
CUST0647,63,Male,Sandals,Footwear,8121,Lucknow,9,Blue,Summer,Average,3.4,Yes,Free Shipping,No,40,Bank Transfer,Weekly
CUST0648,19,Male,Sweater,Outerwear,1930,Jaipur,8,Blue,Winter,Good,2.1,No,Next Day Air,Yes,22,UPI,Monthly
CUST0649,32,Other,Jacket,Clothing,8307,Bangalore,M,Red,Winter,Average,3.1,No,Free Shipping,No,5,Credit Card,Annually
CUST0650,27,Male,Jacket,Outerwear,10074,Bangalore,8,Blue,Summer,Very Good,4.5,No,Free Shipping,No,31,UPI,Monthly
CUST0651,34,Other,Hoodie,Clothing,13174,Mumbai,L,Blue,Summer,Good,3.2,No,Free Shipping,Yes,36,Cash on Delivery,Monthly
CUST0652,27,Male,Shirt,Footwear,3229,Pune,7,Yellow,Fall,Poor,3.4,No,Store Pickup,No,8,UPI,Fortnightly
CUST0653,42,Female,Dress,Accessories,9076,Jaipur,9,Brown,Spring,Poor,2.3,No,Store Pickup,Yes,44,Credit Card,Fortnightly
CUST0654,41,Male,Sandals,Clothing,6187,Jaipur,9,Blue,Winter,Excellent,4.7,No,Standard,No,29,Debit Card,Annually
CUST0655,44,Male,Sandals,Footwear,1165,Bangalore,M,Blue,Fall,Excellent,4.1,No,Express,Yes,44,Credit Card,Annually
CUST0656,22,Female,Coat,Footwear,744,Bangalore,7,Blue,Winter,Good,2.2,No,Standard,Yes,30,UPI,Fortnightly
CUST0657,65,Other,Shorts,Outerwear,7953,Pune,7,Purple,Winter,Average,2.3,Yes,Free Shipping,Yes,32,Debit Card,Weekly
CUST0658,43,Female,Skirt,Accessories,9329,Chennai,11,Brown,Summer,Good,3.3,Yes,Express,Yes,33,Cash on Delivery,Fortnightly
CUST0659,65,Male,Jacket,Clothing,3836,Pune,L,Brown,Winter,Poor,3.4,No,Next Day Air,Yes,3,PayPal,Quarterly
CUST0660,30,Female,Sweater,Clothing,1524,Kolkata,11,Yellow,Winter,Good,2.8,Yes,Free Shipping,Yes,38,Credit Card,Monthly
CUST0661,30,Other,Sandals,Clothing,4187,Chennai,M,Grey,Winter,Very Good,5,No,Free Shipping,Yes,20,Credit Card,Monthly
CUST0662,18,Female,Hoodie,Outerwear,6773,Jaipur,XL,Yellow,Fall,Average,4.9,Yes,Express,No,47,Bank Transfer,Weekly
CUST0663,50,Male,Blouse,Accessories,8064,Lucknow,S,Green,Spring,Good,4,Yes,Free Shipping,Yes,13,UPI,Fortnightly
CUST0664,67,Other,Jeans,Outerwear,7581,Bangalore,7,Green,Summer,Very Good,4.6,No,Free Shipping,No,15,Debit Card,Annually
CUST0665,56,Male,Jeans,Accessories,1845,Mumbai,L,Green,Winter,Poor,2.3,No,Standard,No,10,Credit Card,Monthly
CUST0666,54,Female,Shirt,Clothing,1415,Bangalore,9,Green,Fall,Average,4.3,No,Standard,Yes,36,Cash on Delivery,Weekly
CUST0667,41,Female,Jacket,Accessories,14291,Lucknow,L,Purple,Summer,Very Good,4.5,No,Express,Yes,43,Cash on Delivery,Annually
CUST0668,46,Female,Skirt,Clothing,10418,Mumbai,XL,Brown,Winter,Good,4.6,No,Next Day Air,Yes,36,Cash on Delivery,Weekly
CUST0669,32,Female,T-shirt,Clothing,5966,Ahmedabad,9,Brown,Fall,Excellent,2.3,Yes,Next Day Air,No,12,Cash on Delivery,Monthly
CUST0670,22,Female,Shirt,Accessories,3733,Ahmedabad,M,Green,Fall,Excellent,3.6,No,Standard,Yes,20,Bank Transfer,Weekly
CUST0671,56,Female,Blouse,Outerwear,13186,Pune,9,Red,Winter,Good,4.6,No,Express,No,40,Debit Card,Weekly
CUST0672,27,Male,Sneakers,Accessories,1588,Chennai,9,Pink,Spring,Average,2.6,Yes,Free Shipping,No,21,PayPal,Fortnightly
CUST0673,30,Female,Jacket,Accessories,8040,Jaipur,L,Pink,Summer,Very Good,3.2,Yes,Store Pickup,Yes,4,UPI,Annually
CUST0674,57,Male,Shirt,Outerwear,482,Bangalore,9,Blue,Fall,Average,2.3,No,Express,Yes,28,Debit Card,Quarterly
CUST0675,58,Other,Sweater,Clothing,3831,Hyderabad,8,Brown,Spring,Very Good,3.1,No,Standard,Yes,43,Bank Transfer,Weekly
CUST0676,41,Female,Blouse,Outerwear,14940,Chennai,10,White,Fall,Poor,3.2,No,Express,No,33,PayPal,Weekly
CUST0677,29,Female,Jacket,Outerwear,3148,Jaipur,11,Blue,Fall,Poor,2.9,No,Express,Yes,5,Credit Card,Weekly
CUST0678,59,Male,Coat,Accessories,1948,Ahmedabad,11,Brown,Winter,Poor,3.5,Yes,Express,No,13,Debit Card,Quarterly
CUST0679,53,Female,Sweater,Footwear,14280,Ahmedabad,M,Yellow,Fall,Poor,4.7,No,Free Shipping,No,50,Debit Card,Annually
CUST0680,36,Female,Skirt,Outerwear,5286,Pune,XL,Black,Fall,Excellent,2,Yes,Express,No,21,Debit Card,Annually
CUST0681,45,Male,Dress,Accessories,3406,Lucknow,8,Black,Fall,Good,4.8,No,Standard,No,20,Bank Transfer,Fortnightly
CUST0682,45,Male,Sweater,Footwear,8511,Delhi,11,Pink,Summer,Very Good,2.5,No,Standard,Yes,5,Credit Card,Quarterly
CUST0683,18,Other,Hoodie,Footwear,705,Lucknow,10,White,Fall,Excellent,4.2,Yes,Next Day Air,No,11,Debit Card,Fortnightly
CUST0684,37,Male,Dress,Footwear,12149,Pune,XXL,Black,Summer,Excellent,4.8,Yes,Store Pickup,Yes,7,Cash on Delivery,Annually
CUST0685,25,Male,Jeans,Outerwear,4542,Bangalore,M,White,Fall,Average,4.7,Yes,Next Day Air,Yes,31,Credit Card,Quarterly
CUST0686,22,Female,Skirt,Clothing,3695,Pune,8,Yellow,Fall,Good,2.5,Yes,Standard,Yes,7,PayPal,Monthly
CUST0687,48,Other,Coat,Clothing,2845,Jaipur,XXL,White,Spring,Very Good,2.1,Yes,Store Pickup,Yes,13,PayPal,Weekly
CUST0688,31,Male,Shirt,Footwear,3850,Delhi,L,Green,Summer,Poor,2.6,Yes,Express,No,29,UPI,Quarterly
CUST0689,45,Other,Jacket,Footwear,4347,Bangalore,XL,Green,Fall,Excellent,3.8,No,Standard,Yes,46,Cash on Delivery,Quarterly
CUST0690,46,Female,Coat,Outerwear,13617,Kolkata,11,White,Fall,Poor,2.6,No,Express,Yes,28,Debit Card,Weekly
CUST0691,50,Female,Coat,Accessories,5058,Lucknow,10,Yellow,Fall,Excellent,2.3,No,Next Day Air,Yes,22,Debit Card,Weekly
CUST0692,31,Other,Shirt,Outerwear,2626,Kolkata,M,Black,Summer,Excellent,4.2,Yes,Next Day Air,No,14,Bank Transfer,Weekly
CUST0693,42,Female,Coat,Footwear,8888,Hyderabad,M,Brown,Summer,Very Good,4.8,Yes,Store Pickup,No,43,Cash on Delivery,Monthly
CUST0694,70,Female,Sandals,Footwear,1063,Ahmedabad,9,Black,Summer,Poor,2.4,No,Standard,No,37,Cash on Delivery,Fortnightly
CUST0695,54,Male,Sneakers,Clothing,10795,Lucknow,S,Purple,Summer,Good,4.5,No,Free Shipping,Yes,21,UPI,Weekly
CUST0696,22,Female,Sweater,Accessories,12099,Chennai,XXL,Yellow,Summer,Poor,2.2,No,Next Day Air,Yes,25,PayPal,Quarterly
CUST0697,49,Other,Sweater,Outerwear,10374,Delhi,S,Red,Winter,Excellent,2.4,No,Next Day Air,Yes,10,Credit Card,Fortnightly
CUST0698,64,Female,Dress,Clothing,11526,Mumbai,XXL,Black,Winter,Excellent,4.8,Yes,Express,No,44,Bank Transfer,Quarterly
CUST0699,35,Other,Jeans,Footwear,9809,Ahmedabad,M,Blue,Summer,Good,4.3,No,Next Day Air,Yes,33,Bank Transfer,Fortnightly
CUST0700,54,Female,Skirt,Accessories,4846,Kolkata,9,Red,Winter,Average,4.3,Yes,Express,Yes,42,UPI,Fortnightly
CUST0701,62,Male,Sweater,Accessories,1237,Hyderabad,S,Red,Fall,Poor,2.6,Yes,Express,Yes,37,Bank Transfer,Annually
CUST0702,38,Female,Shorts,Accessories,10986,Bangalore,10,White,Spring,Good,4.8,No,Next Day Air,Yes,49,Cash on Delivery,Fortnightly
CUST0703,22,Female,Jacket,Footwear,11493,Chennai,11,White,Spring,Poor,4.6,Yes,Standard,Yes,29,Debit Card,Monthly
CUST0704,19,Female,Skirt,Accessories,6016,Chennai,M,Brown,Winter,Average,3.3,Yes,Next Day Air,No,32,PayPal,Weekly
CUST0705,46,Female,Shirt,Clothing,1055,Pune,8,Red,Summer,Good,3.2,No,Store Pickup,No,33,Cash on Delivery,Weekly
CUST0706,61,Male,Skirt,Footwear,2069,Hyderabad,M,Black,Winter,Very Good,2.8,Yes,Store Pickup,Yes,17,Debit Card,Annually
CUST0707,62,Other,Jacket,Accessories,6687,Delhi,XL,Green,Fall,Good,2.5,Yes,Express,No,45,Bank Transfer,Monthly
CUST0708,64,Male,Sweater,Footwear,8495,Lucknow,9,Green,Spring,Good,2.9,Yes,Standard,Yes,21,Cash on Delivery,Fortnightly
CUST0709,18,Other,T-shirt,Accessories,5723,Mumbai,L,Green,Winter,Good,4,Yes,Store Pickup,No,30,Bank Transfer,Weekly
CUST0710,49,Male,T-shirt,Clothing,990,Mumbai,11,Green,Spring,Very Good,3.5,Yes,Free Shipping,Yes,19,UPI,Monthly
CUST0711,46,Female,Shorts,Outerwear,9190,Chennai,9,Green,Summer,Poor,2,No,Express,No,33,UPI,Annually
CUST0712,48,Male,Sneakers,Clothing,2673,Pune,XL,Blue,Summer,Poor,2.1,No,Express,Yes,47,Credit Card,Fortnightly
CUST0713,42,Other,Sweater,Outerwear,14621,Jaipur,9,Brown,Spring,Average,4.7,No,Express,No,37,Cash on Delivery,Monthly
CUST0714,37,Male,Blouse,Outerwear,13917,Lucknow,M,Pink,Fall,Very Good,4.9,No,Express,Yes,0,Cash on Delivery,Fortnightly
CUST0715,47,Other,Jeans,Outerwear,10470,Jaipur,L,Green,Fall,Average,2.2,No,Free Shipping,No,2,Debit Card,Monthly
CUST0716,70,Other,Sweater,Clothing,8251,Chennai,S,Pink,Summer,Excellent,2.1,Yes,Express,No,50,Bank Transfer,Annually
CUST0717,27,Male,Shorts,Outerwear,2587,Hyderabad,8,Grey,Winter,Average,2.7,No,Express,Yes,43,UPI,Quarterly
CUST0718,45,Female,Sweater,Outerwear,5198,Lucknow,XXL,Blue,Fall,Average,4.4,Yes,Standard,No,8,Cash on Delivery,Annually
CUST0719,30,Female,Sneakers,Clothing,5121,Lucknow,9,Brown,Spring,Poor,4.3,No,Free Shipping,Yes,33,Cash on Delivery,Monthly
CUST0720,50,Other,Shorts,Outerwear,7923,Kolkata,8,Purple,Fall,Poor,3.4,Yes,Next Day Air,Yes,48,Debit Card,Annually
CUST0721,37,Male,Coat,Outerwear,2335,Lucknow,10,Grey,Summer,Excellent,4.3,No,Standard,No,42,Credit Card,Quarterly
CUST0722,69,Other,T-shirt,Clothing,1637,Mumbai,XXL,White,Summer,Very Good,2.3,No,Store Pickup,No,44,PayPal,Weekly
CUST0723,25,Other,Coat,Clothing,11744,Hyderabad,10,Blue,Fall,Good,2.7,Yes,Express,No,46,Credit Card,Quarterly
CUST0724,57,Other,Sandals,Clothing,1350,Mumbai,L,Grey,Winter,Very Good,2.3,Yes,Free Shipping,No,1,Bank Transfer,Quarterly
CUST0725,43,Male,Sweater,Outerwear,6878,Ahmedabad,L,Red,Summer,Very Good,4,Yes,Next Day Air,Yes,40,Credit Card,Fortnightly
CUST0726,27,Other,Skirt,Footwear,3047,Jaipur,10,Red,Fall,Poor,2.9,Yes,Store Pickup,No,23,UPI,Monthly
CUST0727,43,Female,Shorts,Clothing,7851,Pune,8,Blue,Winter,Average,3.4,No,Free Shipping,No,2,UPI,Annually
CUST0728,46,Male,Shirt,Footwear,7916,Ahmedabad,XXL,Black,Spring,Average,3.5,Yes,Express,No,32,Credit Card,Fortnightly
CUST0729,59,Male,Shirt,Outerwear,7778,Bangalore,XXL,Green,Fall,Excellent,4.7,No,Next Day Air,No,38,UPI,Fortnightly
CUST0730,54,Other,Dress,Outerwear,2370,Kolkata,11,Grey,Summer,Very Good,3.9,No,Free Shipping,Yes,1,UPI,Fortnightly
CUST0731,32,Male,Skirt,Clothing,8432,Ahmedabad,7,Red,Spring,Excellent,4.7,Yes,Next Day Air,No,4,Credit Card,Annually
CUST0732,34,Male,Blouse,Clothing,7484,Kolkata,11,Black,Spring,Average,2.3,No,Next Day Air,Yes,40,Bank Transfer,Annually
CUST0733,30,Male,Sneakers,Accessories,7418,Chennai,XL,Red,Spring,Poor,4.4,Yes,Free Shipping,Yes,40,UPI,Weekly
CUST0734,31,Male,Hoodie,Footwear,14885,Mumbai,7,Pink,Winter,Average,2.6,No,Standard,Yes,36,Cash on Delivery,Annually
CUST0735,40,Female,Coat,Footwear,13383,Delhi,9,Pink,Fall,Excellent,3.7,Yes,Store Pickup,No,6,Credit Card,Quarterly
CUST0736,32,Male,Coat,Outerwear,619,Hyderabad,XXL,Green,Fall,Average,2.2,Yes,Express,Yes,34,Bank Transfer,Fortnightly
CUST0737,51,Other,Dress,Outerwear,6790,Lucknow,S,Brown,Winter,Very Good,3.4,No,Free Shipping,Yes,21,Cash on Delivery,Monthly
CUST0738,30,Female,Hoodie,Clothing,2532,Hyderabad,10,Yellow,Winter,Good,3.5,Yes,Express,Yes,26,Bank Transfer,Annually
CUST0739,23,Other,T-shirt,Footwear,4682,Mumbai,M,Black,Fall,Very Good,2.7,No,Next Day Air,No,19,Debit Card,Weekly
CUST0740,21,Male,Hoodie,Footwear,9002,Lucknow,8,Black,Fall,Excellent,3.2,No,Standard,No,44,Cash on Delivery,Annually
CUST0741,26,Male,T-shirt,Clothing,14948,Lucknow,7,Yellow,Spring,Average,3.3,Yes,Standard,Yes,5,Bank Transfer,Weekly
CUST0742,32,Female,Shorts,Clothing,13386,Mumbai,XL,Black,Winter,Excellent,2.4,Yes,Express,Yes,20,PayPal,Annually
CUST0743,59,Male,Sneakers,Footwear,10180,Pune,9,White,Winter,Excellent,2.8,Yes,Next Day Air,No,14,Cash on Delivery,Monthly
CUST0744,41,Other,Sneakers,Footwear,8881,Chennai,7,Brown,Winter,Excellent,3,No,Store Pickup,No,17,Credit Card,Fortnightly
CUST0745,26,Other,Sandals,Outerwear,12405,Jaipur,XL,White,Summer,Good,2.1,Yes,Next Day Air,No,7,Credit Card,Quarterly
CUST0746,20,Female,Sneakers,Accessories,5171,Delhi,S,Green,Fall,Poor,2.1,No,Next Day Air,No,2,Debit Card,Fortnightly
CUST0747,42,Male,Skirt,Accessories,8974,Mumbai,XXL,Black,Summer,Excellent,4.7,No,Express,Yes,48,Credit Card,Monthly
CUST0748,64,Other,Jacket,Accessories,13072,Mumbai,M,Brown,Fall,Average,4.6,No,Next Day Air,No,10,Cash on Delivery,Quarterly
CUST0749,65,Male,Jeans,Clothing,4848,Chennai,M,Red,Summer,Average,3.7,Yes,Store Pickup,No,23,PayPal,Monthly
CUST0750,68,Other,Hoodie,Clothing,2286,Chennai,11,Yellow,Summer,Good,3.3,Yes,Next Day Air,Yes,29,Credit Card,Monthly
CUST0751,48,Other,Dress,Footwear,6944,Mumbai,11,White,Summer,Very Good,3.7,Yes,Next Day Air,Yes,16,PayPal,Monthly
CUST0752,49,Male,Sandals,Footwear,2656,Lucknow,S,Red,Winter,Excellent,2.6,No,Store Pickup,No,2,Bank Transfer,Fortnightly
CUST0753,21,Other,Sneakers,Outerwear,514,Kolkata,10,Black,Spring,Average,2.3,No,Free Shipping,Yes,15,Debit Card,Monthly
CUST0754,54,Female,Skirt,Accessories,1419,Pune,XXL,Blue,Winter,Average,3.8,No,Express,No,41,PayPal,Quarterly
CUST0755,36,Other,Blouse,Footwear,6284,Mumbai,XXL,Blue,Winter,Excellent,3.8,No,Store Pickup,No,13,Cash on Delivery,Annually
